all_alive_fraction,arm,attn_ari,attn_input,attn_nmi,cross_nmse_gene_to_image,cross_nmse_image_to_gene,elapsed_seconds,section_id,self_nmse_gene,self_nmse_image,sum_ari,sum_nmi,support_ari,support_nmi
0.5,m_spatial_attention_partitioned,,,,0.20169411682420307,0.9438308378060659,56.020488457987085,151510,0.8869453900390201,0.21746291054619682,0.17475237749153488,0.3594326646095218,0.28612329836956524,0.45328972705088627
0.5,m_spatial_attention_partitioned,,,,0.21191966434319814,0.9462452292442322,45.46928295795806,151669,0.8903695424397786,0.21318643887837727,-0.009725767192765557,0.055431911176986835,0.21800884732555448,0.3858158011142801
0.5,m_spatial_attention_partitioned,,,,0.2067069634795189,0.943593966109412,42.005889541935176,151670,0.8843842787402016,0.2158798085791724,-0.021691416540377522,0.07203633652635576,0.19621079481961187,0.33946258555163483
0.5,m_spatial_attention_partitioned,,,,0.2026932630687952,0.9480498805642128,49.60911733296234,151671,0.888366375118494,0.2081314893439412,0.06924077638098025,0.22646240626986452,0.23889258992792742,0.3284858137564845
0.5,m_spatial_attention_partitioned,,,,0.23389143962413073,0.9454941153526306,47.653571374947205,151672,0.8836003243923187,0.2572764614596963,0.08771763706136287,0.21987912904729068,0.16047185931928554,0.34517032928317676
0.5,m_spatial_attention_partitioned,,,,0.2123952011267344,0.9276704589525858,44.45622266700957,151673,0.8707391937573751,0.22633131543795268,0.21984628874541481,0.44759985778715394,0.3173281866948331,0.5431617234723495
0.5,m_spatial_attention_partitioned,,,,0.1935649534066518,0.9274289766947429,44.44742570898961,151674,0.8689433693885803,0.20888920029004415,0.14312531468428258,0.3753186431853955,0.3470164238172003,0.44983286253761945
0.5,m_spatial_attention_partitioned,,,,0.22245657124689647,0.9268439752714974,43.146845625014976,151675,0.8624346511704581,0.26165235149008886,0.19550796600579395,0.38175555982396014,0.31933509060109594,0.47064153486145455
0.5,m_spatial_attention_partitioned,,,,0.20227049823318208,0.9301526120730809,41.93848191597499,151676,0.8668270834854671,0.2300735797200884,0.18460054258213468,0.34957854017751055,0.29830856334720784,0.470321237174184
1.0,n_spatial_attention_plus_stage2,0.3915985229489379,support,0.5123065678334033,0.1585414882968454,0.930860393187579,67.91513562493492,151507,0.8828496371998507,0.22265671631869147,0.1862830098009456,0.3570557101927231,0.26672291263387127,0.46898246536367433
1.0,n_spatial_attention_plus_stage2,0.45413353393154754,support,0.5543379340033162,0.14923839684989718,0.9381394253836738,70.6310726669617,151508,0.894955144988166,0.19873543663157356,0.2250080480496525,0.3449078437200433,0.38316784048065483,0.49231252409371795
1.0,n_spatial_attention_plus_stage2,0.47074454099874397,support,0.5576267028245715,0.1620277762413025,0.9307529518478795,77.56378850003239,151509,0.8841822994382758,0.22049862381659055,0.27616280088513,0.4381061374728704,0.28062485699355255,0.46648938132029344
1.0,n_spatial_attention_plus_stage2,0.49355311989862194,support,0.5474924289620016,0.15107746339506573,0.9305285149150424,74.35487220901996,151510,0.8843318290180631,0.21487554576661852,0.0300377370924592,0.14674526492056394,0.4113008194265977,0.4823227987921599
1.0,n_spatial_attention_plus_stage2,0.32914596782656813,support,0.4505832195645998,0.16201360722382863,0.9333635727564494,56.909988458966836,151669,0.8883790095647176,0.21058602233727772,-0.021256527101997366,0.017560971272235035,0.2689574313161643,0.37904289370955235
1.0,n_spatial_attention_plus_stage2,0.39223356737680914,support,0.4151648702517486,0.16173003826822555,0.9301078234400068,54.5478573750006,151670,0.8822627706187112,0.21136308354990824,0.04078816525382393,0.06351826303369332,0.25021552003669356,0.38596562379844995
1.0,n_spatial_attention_plus_stage2,0.3062664069190481,support,0.4634892046474048,0.15748535562306643,0.9344157576560974,65.1750840001041,151671,0.8865608349442482,0.20413960423320532,-0.03710708551576346,0.02221904108129003,0.4243702637026857,0.5312327879810933
1.0,n_spatial_attention_plus_stage2,0.3634263272965373,support,0.48689614655842567,0.18057831283658743,0.9295701943337917,61.77112062496599,151672,0.8801650404930115,0.25304771680384874,0.08889131677367769,0.19951485232409127,0.19251254311980004,0.34823622587816433
1.0,n_spatial_attention_plus_stage2,0.29200405721056766,support,0.4410914588690372,0.16003364324569702,0.9134516676266988,57.18148516595829,151673,0.8675211270650228,0.2230236570040385,0.1805407759923443,0.39646483754919254,0.3451465080880022,0.5493690863499647
1.0,n_spatial_attention_plus_stage2,0.37275419313262426,support,0.46475520804828696,0.14580254157384237,0.9134820977846781,57.685471958015114,151674,0.866904330253601,0.20621485710144044,0.11850955339209768,0.3226698299699963,0.3412942115257037,0.4486558808653744
